_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
90021,一名未接种过卡介苗的健康中年人，做结核菌素试验是阳性，下列哪项解释不正确 ,需要接种卡介苗,不需要接种卡介苗,对结核病有免疫力,细胞免疫功能正常,感染过结核分枝杆菌,微生物学,单选,十门联考,A,阳性表明不需要接种卡介苗
90022,"某患者,发热39℃,脾肝肿大,颈部淋巴结可触及,血液白细胞增多,异型淋巴细胞可检出.印象诊断是传染性单核细胞增多症,引起该病病原体是",腺病毒,丙型肝炎病毒,风疹病毒,巨细胞病毒,EB病毒,微生物学,单选,十门联考,E,传染性单核细胞增多症多由EB病毒感染所致，少数可由巨细胞病毒、腺病毒、肝炎病毒、HIV等引起
90023,男，30岁，1个月前感到疲劳，食欲减少，体重减轻，发烧咳嗽，咯痰带血丝。取标本涂片用抗酸染色法染色，镜下见到染成红色细长弯曲有分枝的杆菌。最可能的病原体是,大肠埃希菌,痢疾志贺菌,伤寒沙门菌,结核分枝杆菌,布鲁菌,微生物学,单选,十门联考,D,结核分枝杆菌抗酸染色菌体呈红色
90024,某单位发生了症状以呕吐为主，腹泻为次的食物中毒，防疫站检查食品等未培养出肠道致病菌，而在炊事员手上查出了化脓感染灶，试问致病菌可能是哪种,鼠伤寒沙门菌,产气荚膜梭菌,金黄色葡萄球菌,肠炎杆菌,副溶血弧菌,微生物学,单选,十门联考,C,金黄色葡萄球菌为化脓性球菌
90025,成年男性患者，被确诊为HIV感染者，消瘦衰竭，经常发生肺感染，造成免疫低下的主要机制是,神经胶质细胞减少,树突状细胞减少,吞噬细胞被破坏,中和抗体保护作用低,CD4+ T细胞大量被破坏,微生物学,单选,十门联考,E,CD4+T细胞是HIV感染的主要的靶细胞
90026,成年男性患者，被确诊为HIV感染者，在对其已妊娠三个月的妻子进行说明过程中，哪项是不正确的,此病可经性交传播,应该立即中止妊娠,此病具有较长潜伏期,应配合患者积极治疗,避免与患者共用餐具,微生物学,单选,十门联考,E,共用餐具不会传播HIV
90027,一名耕种水稻的农民，突然出现高热、乏力，伴有腓肠肌疼痛和眼结膜出血、以及淋巴结肿大，进而出现黄疸。该患者可能是哪种微生物感染,霍乱弧菌,钩端螺旋体,梅毒螺旋体,甲型肝炎病毒,伯氏疏螺旋体,微生物学,单选,十门联考,B,钩端螺旋体引起高热，乏力，头痛，腓肠肌疼痛等，也可有眼结膜充血，浅表淋巴结肿大等体征
90028,"一患者消瘦,反复腹泻。近2周来发热、咳嗽。胸部X线片示两肺渗出性炎症阴影。追问病史，患者承认静脉药瘾和性乱史。为明确诊断，应检查",军团菌抗体,肺炎支原体抗体,肺炎链球菌抗体,HIV抗体,HCNV抗体,微生物学,单选,十门联考,D,HIV可通过血液和性传播
90029,一患儿5岁，发热38.2℃，萎靡瘦弱，营养不良貌。有轻度脑膜刺激征。脑脊液离心沉淀，涂片镜检结果：革兰染色及抗酸染色均未见细菌；但脑脊液沉淀滴加印度墨汁负染后在暗视野下镜检，可见带有宽厚荚膜的圆形、卵圆形菌细胞。有的菌细胞边缘还有芽生孢子状小细胞。最可能的诊断是,肺炎球菌引起的化脓性脑脊髓膜炎 ,脑膜炎双球菌引起的化脓性脑脊髓膜炎,产气荚膜杆菌引起的化脓性脑脊髓膜炎,新型隐球菌引起的慢性化脓性脑膜炎,链球菌引起的慢性化脓性脑膜炎,微生物学,单选,十门联考,D,新型隐球菌墨汁负染后镜检，可见荚膜
90030,某HIV感染者，近日出现继发感染、衰竭、免疫缺陷等AIDS症状，入院治疗。目前认为最有效的治疗方案是,蛋白酶抑制剂,核苷类逆转录酶抑制剂,鸡尾酒疗法(联合用药疗法),阿糖胞苷非核苷类逆转录酶抑制剂,脱氧鸟苷单一用药疗法,微生物学,单选,十门联考,C,鸡尾酒疗法的原理是选择一种蛋白酶抑制剂和两种反转录酶抑制剂联合用药，其余选项都不完全
90031,"一患者呕吐、腹泻,粪便呈米泔水样,不发热。血白细胞正常,脱水明显,血压偏低。引起该病的病原体最可能的是以下哪种微生物",大肠埃希菌,沙门菌,幽门螺杆菌,霍乱弧菌,变形杆菌,微生物学,单选,十门联考,D,霍乱弧菌感染的典型病例是粪便呈米泔水样
90032,男性病人，43岁，剧烈腹泻水样便伴呕吐1天。无腹痛，无里急后重。查体，疲倦面容，皮肤、唇舌干燥，眼窝内陷。血压80/60mmHg.应首先进行如下何种检查来进行初步诊断,便常规,尿常规,取粪便标本立即进行直接悬滴检查,取耳血立即进行直接悬滴检查,碱性蛋白胨水接种,微生物学,单选,十门联考,C,可能感染霍乱弧菌，此菌特点是引起无痛性腹泻，常为米泔水样便，霍乱弧菌耐碱不耐酸。悬滴标本中可见细菌呈穿梭样运动
90033,"一患儿5岁,高热2天,现皮肤出现玫瑰疹,有呕吐、头痛、颈项强直等脑膜刺激症状。脑脊液涂片在中性粒细胞内可见革兰阴双球菌。可能的病原体是",黄金色葡萄球菌,A群链球菌,脑膜炎奈瑟菌,肺炎链球菌,乙型脑炎病毒,微生物学,单选,十门联考,C,选项中只有脑膜炎奈瑟菌为革兰阴双球菌
90034,某新生儿出生7天被确诊为化脓性脑膜炎，下述哪种是最常见的致病菌,脑膜炎奈瑟菌 ,流感杆菌,肺炎球菌,金黄色葡萄球菌 ,B 族链球菌,微生物学,单选,十门联考,A,脑膜炎奈瑟菌是流脑的病原菌
90035,成年男性，体检通过ELISA试验发现血液中HIV抗体阳性。确认实验用, PCR法查DNA, 分离培养病毒, 检测病毒抗原, 蛋白免疫印迹(Western blot), RT-PCR查RNA,微生物学,单选,十门联考,D,确认实验常采用免疫印迹法和间接免疫荧光法和放射免疫沉淀实验等方法
90036,"某幼儿园小朋友，3岁，以发热、咽痛、呼吸困难入院。查体：体温38．5℃、咽部及扁桃体有一层灰白色膜。心率103次/分。实验室检查：白细胞23×10<img src=""13/~9.gif"" />／L，初诊为白喉，试问正确治疗原则是", 注射白喉抗毒素, 注射丙种球蛋白及青霉素, 注射白喉抗毒素及抗生素, 注射白喉类毒素及抗生素, 注射青霉素或红霉素,微生物学,单选,十门联考,C,治疗时除使用抗生素外应尽早注射足量白喉抗毒素
90037,20岁男性患者咳嗽数周。1个月前开始感到疲劳，食欲减少，发热2周后咳痰中带血丝，体重减轻。体温38℃，非急性面容，右上肺有啰音，WBC ll×l09/L，多形核63％，临床怀疑患肺结核，取痰做下列处置，哪项是错误的,做结核菌素试验,痰浓缩集菌涂片进行抗酸染色,PCR查结核分枝杆菌核酸,痰结核分枝杆菌培养,痰培养物接种豚鼠进行动物实验,微生物学,单选,十门联考,A,结核菌素皮肤试验
90038,某患者，男，有不洁性交史，2月前出现生殖器皮肤的无痛性溃疡，1个月后自然愈合，近日出现全身皮肤红疹，伴有淋巴结肿大，该患可能患有何病?,猩红热,麻疹,性病淋巴肉芽肿,风疹,梅毒,微生物学,单选,十门联考,E,感染梅毒后有上述临床表现
90039,某70岁女患者，因尿路感染于10天前开始服用氨苄青霉素。现出现腹泻。取便标本，培养出大量革兰阳性葡萄球菌。试问腹泻发生机制是,菌群失调,肠毒素使腺苷环化酶活性增加,细菌侵袭肠粘膜所致,内毒素作用于肠粘膜,肠蠕动加快,微生物学,单选,十门联考,A,长期大量应用广谱抗生素后，大多数敏感菌和正常菌群被抑制或杀灭，但耐药菌则获得生存优势而大量繁殖致病
90040,一新生儿暴发脓毒血症，脓汁标本经涂片革兰染色镜检发现葡萄球菌。试问为确定该菌是否有致病力，应检查哪一种酶,凝固酶, 触酶, DNA酶, 尿素酶, 卵磷脂酶,微生物学,单选,十门联考,A,凝固酶是金黄色葡萄球菌最重要的毒力因子，同时也与细菌感染特点有关。故可通过检查凝固酶来判断细菌是否有致病力。
90041,"男,1岁,腹痛、腹泻、血性便、无发热,急性肾衰竭。可能的病原体是",ETEC(肠产毒型大肠杆菌),EPEC(肠致病型大肠杆菌),EIEC(肠侵袭型大肠杆菌),EHEC(肠出血型大肠杆菌),EAEC(肠聚集型大肠杆菌),微生物学,单选,十门联考,D,选项A、B、C的疾病都会引起不同程度的发热，E选项不知如何排除？不引起肾衰？
90042,26岁男患者，有不洁性交史和吸毒史，近半年来出现体重下降，腹泻，发热，反复出现口腔真菌感染，初诊为AIDS。确诊时需要参考的主要检测指标是, HIV相应的抗原, HIV相应的抗体, AIDS患者的补体, HIV相关的CD8+细胞, HIV相关的CD4+细胞,微生物学,单选,十门联考,B,HIV抗体检测是诊断HIV感染的常用方法。
90043,"20岁某青年摘除扁桃体后，发热。出现心力衰竭。采血培养细菌。血平板有草绿色溶血环的小菌落形成。涂片染色为G<img src=""13/~+.gif"" />链状排列球菌，诊断为甲型溶血性链球菌引起的心内膜炎。试问下列菌中还有哪种菌能形成草绿色溶血环菌落", 金黄色葡萄球菌, 表皮葡萄球菌, 乙型溶血链球菌, 丙型链球菌, 肺炎链球菌,微生物学,单选,十门联考,E,E.肺炎链球菌在血平板上培养时，有草绿色溶血环，与甲型溶血性链球菌相似。A和C均形成透明溶血环，B和D不形成溶血环。
90044,一男性青年，突发高热，黄疸伴肝区痛，厌油，实验室检查ALT升高，抗-HAV阳性，印象诊断为急性黄疸性肝炎。该病主要的传播方式是, 呼吸道传播, 消化道传播, 泌尿道传播, 经虫媒传播, 经输血传播,微生物学,单选,十门联考,B,抗-HAV阳性说明是甲型肝炎，甲型肝炎通过粪-口途径传播，即经消化道传播。
90045,某患者，男，有不洁性交史，2月前出现生殖器皮肤的无痛性溃疡，1个月后自然愈合，近日出现全身皮肤红疹，伴有淋巴结肿大，该患可能患有何病? ,猩红热,麻疹,性病淋巴肉芽肿,风疹,梅毒,微生物学,单选,十门联考,E,结合患者的不洁性交史及临床症状，可判断患者属第二期梅毒。ABD三种疾病不经性接触传播，C选项疾病临床表现不符。
90046,某1岁男孩，因抽搐人院。上呼吸道感染2天，昨夜发热嗜睡，查体有颈强.体温40℃，WBC17×l09/L，腰穿脑脊液细胞数4×l09/L，中性粒细胞占88%，诊断为细菌性脑膜炎，细菌培养时发现在预加的金葡萄菌落周围生长旺盛，出现卫星现象。G染色为G一杆菌。试问所感染的细菌可能,肺炎克雷伯茵,B群链球菌,D群链球菌,流感杆菌,铜绿假单胞菌,微生物学,单选,十门联考,D,将流感嗜血杆菌与金黄色葡萄球菌在血琼脂平板上共同培养时，可出现离葡萄球菌菌落越近的流感嗜血杆菌菌落越大的现象，这些流感嗜血杆菌菌落称为“卫星菌落”，这一特征称为“卫星现象”。
90047,一病人因腹痛、腹泻多年，被诊断为溃疡性结肠炎。为控制病情，应用糖皮质激素治疗半年。最近又出现腹泻、粘液样便。对粪便涂片、革兰染色镜检，发现大量革兰阳性、卵圆形酵母样菌细胞，并有芽生孢子和丝杆状结构。可能的病原体是,金黄色葡萄葡萄球菌,A群链球菌,肺炎链球菌,新生隐球菌,白假丝酵母菌,微生物学,单选,十门联考,E,形态结构符合白假丝酵母菌特点。根据病史，患者应用糖皮质激素治疗半年，糖皮质激素的使用可以降低机体免疫力，白假丝酵母菌可增殖引发假丝酵母菌病。
90048,一患者，急性腹泻2天，每天10次左右，水样便有粘液，有里急后重，腹痛体检：肠鸣音亢进，体温38℃，血压正常，白细胞数17×10＾9/L，中性粒细胞0.78，淋巴细胞0.15L。取粘液便镜检见红细胞3个，白细胞8个，未发现阿米巴原虫你认为最大可能是,急性细菌性菌疾,肠热症,嗜盐性细菌感染,病性大肠杆菌感染,胃肠型流行性感冒,微生物学,单选,十门联考,A,符合急性细菌性痢疾的症状。
90049,"一男青年发热休克。3日前开始头痛入院，当日意识不清，昏迷，体温41℃，血压70／130mmHg，躯干皮肤出现红色斑点。用药后血压仍继续下降，第3天死亡。血培养发现G<img src=""13/~-.gif"" />双肾状球菌生，长导致感染的病原菌最可能是", 乙型溶血性链球菌, 脑膜炎奈瑟菌, 肠侵袭性大肠埃希菌, 肺炎链球菌, 金黄色葡萄球菌,微生物学,单选,十门联考,B,有头痛症状，可考虑脑膜炎，躯干皮肤出现红色斑点是由于脑膜炎奈瑟菌释放的内毒素作用于小血管和毛细血管引起的坏死性出血。
90050,中枢神经系统神经细胞中对诊断狂犬病有帮助的结构是, 始体, 内基小体, 原体, 网状体, 中介体,微生物学,单选,十门联考,B,取动物脑海马回部位组织做组织切片，检查是否有内基小体来诊断动物是否患有狂犬病。
90051,HIV的传播方式不包括, 性传播, 输血传播, 血液制品传播, 垂直传播, 食品、餐具传播,微生物学,单选,十门联考,E,HIV主要通过性、血液和母婴途径传播。
90052,与结核杆菌致病性有关的是,索状因子 ,磷脂 ,蜡质D,硫酸脑甙脂 ,以上均是 ,微生物学,单选,十门联考,E,结核杆菌的致病相关物质有脂质、蛋白、多糖和分枝杆菌生长素，脂质又包括磷脂、索状因子、蜡质D和硫酸脑苷脂。
90053,破伤风患者最具有代表性的临床表现是, 高热, 剧烈的呕吐、腹泻 , 牙关紧闭、肌肉紧张 , 肌肉麻痹, 全身乏力,微生物学,单选,十门联考,C,破伤风典型的临床症状是病人因咀嚼肌痉挛而呈现苦笑面容、咀嚼肌痉挛而使牙关紧闭、腹背肌痉挛引起角弓反张。
90054,目前鸡胚培养常用于分离, 流感病毒, 脊髓灰质炎病毒 , 乙型肝炎病毒, 疱疹病毒 , 登革病毒,微生物学,单选,十门联考,A,鸡胚培养常用于流感病毒及腮腺炎病毒等的分离培养。
90055,关于结核快速诊断方法的叙述，下列哪项是错误的,PCR技术鉴定DNA  ,标本直接涂片抗酸染色  ,标本集菌后涂片抗酸染色,标本涂片荧光燃料金胺染色  ,动物实验,微生物学,单选,十门联考,E,动物实验须经3-4周才能确诊，不用于快速诊断。
90056,测量细菌常用的单位是,mm,μm,nm,pm,dm,微生物学,单选,十门联考,B,细菌体形微小，一般以微米作为度量单位。
90057,"破伤风特异性治疗,可用",抗生素,抗毒素,类毒素,细菌素,破伤风菌苗,微生物学,单选,十门联考,B,特异性治疗用抗毒素，特异性预防用类毒素。
90058,关于新生隐球菌，下述说法错误的是, 存在于正常人的体表、口腔和粪便中, 酵母型真菌，外周有肥厚荚膜, 可形成芽生孢子, 多为外源性感染，最易侵犯中枢神经系统引起脑膜炎, 可形成假菌丝,微生物学,单选,十门联考,E,新生隐球菌以芽生方式繁殖，常见有单个出芽，但不形成假菌丝，为本菌的形态特征。
90059,观察新生隐球菌常用的染色方法是, 革兰染色 , 镀银染色, 墨汁负染 , 抗酸染色, Albert染色,微生物学,单选,十门联考,C,用墨汁负染后镜检可观察新生隐球菌。
90060,不属于机会致病性真菌的是,白假丝酵母菌,曲霉菌,毛霉菌,皮肤癣菌,新型隐球菌,微生物学,单选,十门联考,D,296页表格中，假丝酵母菌，新生隐球菌，烟曲霉（即曲霉）毛霉均属机会致病真菌
90061,放线菌感染最主要及最简单的诊断方法,病灶中找硫磺样颗粒 ,检测凝集素,检测沉沉素,检测补体结合抗体 ,厌氧或微需氧,微生物学,单选,十门联考,A,微生物学检查中第二行“首先检查标本中有无硫黄颗粒”B选项的凝集素通常用于区别细胞类型和细胞分化程度（如血型检查）C选项是一种抗体，用于结合抗原使之沉淀。D选项补体结合抗体是指抗原与相应抗体结合后，其抗原抗体复合物可以结合补体。但这一反应肉眼不能察觉，（如加入致敏淋巴细胞，即可根据是否出现融血反应判定反应系统中是否存在相应的抗原和抗体）E选项针对厌氧菌。
90062,包膜病毒的包膜蛋白编码基因来自,宿主细胞核,宿主细胞线粒体,宿主细胞浆,病毒,宿主细胞和病毒,微生物学,单选,十门联考,D,病毒包膜的第4行，包膜含有宿主细胞膜的成分，其中含有病毒基因组编码的病毒包膜蛋白
90063,引起婴幼儿细支气管炎和细支气管炎的常见病毒是,副流感病毒,呼吸道合胞病毒,麻疹病毒,腮腺炎病毒,风疹病毒,微生物学,单选,十门联考,B,A选项216页副流感病毒引起儿童或成人上呼吸道感染。B选项216页最后三行“导致严重的细支气管炎”所以选B。C选项214页麻疹病毒症状为出疹，重症麻疹可出现细菌性肺炎等极少数出现亚急性硬化性全脑炎。D选项215腮腺炎病毒引起腮腺炎以及卵巢炎和睾丸炎。E选项219页，症状为发热烟筒浅红色斑丘疹，注意孕妇妊娠早期20周感染有婴儿先天性风疹综合症。
90064,微生物学下列关于鼠疫杆菌说法错误的是,类鼠疫是被疫鼠的鼠蚤叮咬而受染,床上常见腺型、肺型和败血症型鼠疫三类,原结构复杂,者微循环障碍，有“黑死病”之称,陈旧的培养物中形态单一,微生物学,单选,十门联考,E,E选项在腐败材料、陈旧培养基或含高盐培养基中，细菌呈多形态性，如膨大呈球形、球杆状或哑铃状等
90065,类毒素是, 细菌素经甲醛处理后的物质,内毒素经甲醛处理后脱毒而保持抗原性的物质,外毒素经甲醛处理后脱毒而保持抗原性的物质,抗素经甲醛处理后的物质,外毒素经甲醛处理后脱毒并改变了抗原性的物质,微生物学,单选,十门联考,C,类毒素指细菌外毒素经甲醛处理毒性消失但仍保留其免疫原性成为能用于免疫接种的类毒素。
90066,溶菌酶杀灭细菌的作用机制是, 裂解肽聚糖骨架的β-1，4糖苷键, 竞争肽聚糖合成中所需的转肽酶, 与核蛋白体的小亚基结合, 竞争性抑制叶酸的合成代谢, 破坏细胞膜,微生物学,单选,十门联考,A,13页倒数第3行
90067,下列属于动物源性传染病的是, 军团病和白喉, 钩端螺旋体病和炭疽病, 支原体和衣原体引起的非淋菌性尿道炎, 白喉和结核, 军团病和鼠疫,微生物学,单选,十门联考,B,军团菌广泛存在于淡水土壤和人工管道的水源中。钩端螺旋体以黑线姬鼠等为主要宿主159页，炭疽病由炭疽芽孢杆菌致病，通过牛羊等传播。故选B、D选项中的鼠疫也属于动物源性疾病。白喉和结核均不属。动物源性疾病129页
90068,我国饮用水的卫生标准(GB5749-85)中规定, 每毫升饮水中细菌总数不超过10个, 每毫升饮水中细菌总数不超过100个, 每毫升饮水中细菌总数不超过1000个, 每100毫升饮水中细菌总数不超过10个, 每500毫升饮水中细菌总数不超过10个,微生物学,单选,十门联考,B,无
90069,霍乱弧菌致病主要物质是,外毒素 ,内毒素 ,菌毛 ,荚膜,鞭毛,微生物学,单选,十门联考,A,霍乱肠毒素又称霍乱毒素，是毒性最强的致泻毒素，肠毒素的典型代表。
90070,关于麻风分枝杆菌叙述错误的是,主要经破损皮肤或粘膜进入机体,抗麻风免疫主要是细胞免疫,抗酸阳性、细长略带弯曲的细菌,可在体外用人工培养基培养,根据临床表现多分为瘤型和结核样型,微生物学,单选,十门联考,D,麻风分歧杆菌体外人工培养至今仍未成功
90071,不是由A族溶血性链球菌引起的疾病是,亚急性细菌性心内膜炎,猩红热,风湿热,急性肾小球肾炎,蜂窝组织炎,微生物学,单选,十门联考,A,A选项亚急性细菌性心内膜炎有甲型溶血性链球菌引起83页，其余均有A群溶血性链球菌引起82页
90072,"为预防风疹和先天性风疹综合征,禁忌接种风疹减毒活疫苗的人群是",育龄期女青年,结婚登记时的女青年,注射过抗风疹人血清免疫球蛋白孕妇,妊娠妇女(孕妇),1岁以上的少年儿童,微生物学,单选,十门联考,D,先天性风疹综合症是孕妇在妊娠早期（20周）感染风疹病毒，经胎盘垂直传播感染胎儿 
90073,青霉素杀菌的作用机制主要是,"切断肽聚糖的多糖骨架β-1,4糖苷键",抑制四肽侧链和五肽交联桥的联结,干扰细菌的DNA的复制,干扰细菌蛋白质的合成,损害细胞膜,微生物学,单选,十门联考,B,13页倒数第4行
90074,与Burkitt淋巴瘤发生有关的病毒是,HSV-2,HSV-1,HHV-7,EBV,HHV-8,微生物学,单选,十门联考,D,A，B选项为单纯疱疹病毒259页。C，E选项为人类疱疹病毒7型和8型，D选项为EB病毒，与Burritt淋巴瘤密切相关262页
90075,用肥达反应作辅助诊断的疾病是,大肠埃希菌引起的腹泻,细菌性痢疾,结核分枝杆菌感染,肠热症,白喉,微生物学,单选,十门联考,D,A选项大肠埃希菌选用图片染色镜检106页。B选项志贺菌引起的菌痢采用分离培养或血清学检测。C选项结核分歧杆菌采用结核菌素皮肤试验（TST）93页。D选项肠热症由伤寒沙门菌，副伤寒沙门菌引起，可以用肥达反应辅助诊断111-112页.E选项白喉棒状杆菌采用涂片镜检。
90076,下列不符合结核杆菌特点的是,菌体细长略弯曲,不易染色,抗酸染色阳性,对酸碱有较强的抵抗力,有异染颗粒,微生物学,单选,十门联考,E,无异染颗粒
90077,在白假丝酵母菌（白念珠菌）感染导致鹅口疮的下述诱发因素中，不正确的一项是,新生儿的口腔正常菌群尚不完善,人工非母乳喂养新生婴幼儿及口腔黏膜损伤,先天性或后天性免疫缺陷症患者，如AIDS患者、晚期肿瘤患者等,长期使用广谱抗生素，导致口腔菌群失调,母乳喂养新生婴幼儿，促进白假丝酵菌在口腔内异常繁殖,微生物学,单选,十门联考,E,“尤以人工喂养多见”
90078,细菌的“核质以外遗传物质”是指,mRNA,核糖体,质粒,异染颗粒,性菌毛,微生物学,单选,十门联考,C,倒数第4行，细菌染色体外即核质外基因存在于质粒和前噬菌体。细菌无mRNA。性菌毛是由F质粒基因编码的19页
90079,决定病毒传染性的主要结构是,衣壳,核酸,包膜,刺突,子粒,微生物学,单选,十门联考,B,179页最后，病毒核酸的功能，控制病毒基因组复制以及病毒的增殖，遗传，决定病毒传染性。
90080,不属于原核细胞型微生物的是,细菌,病毒,支原体,立克次氏体,衣原体,微生物学,单选,十门联考,B,绪论中 细菌 螺旋体 支原体 衣原体 立克次体放线菌 都是原核细胞型微生物。病毒属于非细胞型微生物
90081,用光学显微镜观察细菌时常用的放大倍数是,100倍,1000倍,10000倍,400倍,5000倍,微生物学,单选,十门联考,B,光学显微镜以可见光作为光源，波长0.4-0.8微米，平均0.5微米，其分辨率为光波波长一半，即0.25微米。经油镜放大1000倍后0.25毫米，人的眼睛便可识别，细菌直径大于0.25微米
90082,病毒的水平传播是指病毒,在细胞与细胞间的传播,从侵入门户向血液中的传播,在人群不同个体间的传播,通过血液向其他组织中传播,母婴传播,微生物学,单选,十门联考,C,病毒的传播方式有水平传播和垂直传播，水平传播是指病毒在人群中不同个体之间，及受染动物与人群之间的传播。垂直传播是指病毒经胎盘产道等途径，由亲代传给子代的传播方式
90083,Salk疫苗用于预防,季节性流感病毒,乙型肝炎病毒,脊髓灰质炎病毒,水痘-带状疱疹病毒,狂犬病毒,微生物学,单选,十门联考,C,预防流感病毒是流感疫苗。Salk灭活疫苗Sabin减毒疫苗预防脊髓灰质炎病毒。 预防乙肝用乙肝疫苗。狂犬病病毒用狂犬病疫苗。水痘带状病毒疫苗为水痘疫苗。
90084,研究细菌的生物学性状，最好选用细菌群体生长繁殖的,迟缓期,对数期,稳定期,衰亡期,延滞期,微生物学,单选,十门联考,B,对数期，生长速率达最高的时期，其形态，染色性，生理特性都教典型，对抗菌药物和外界刺激比较敏感。研究细菌的生物学特性就选用次期。
90085,可引起假膜性肠炎的细菌是,金黄色葡萄球菌,变形杆菌,沙门氏菌,肉毒梭菌,大肠埃希氏菌,微生物学,单选,十门联考,A,假膜性肠炎其本质为菌群失调症。正常人肠道内有少数金黄色葡萄球菌寄居。当脆弱类杆菌，大肠杆菌等优势细菌因抗菌药而被杀灭后，耐药的金黄色葡萄球菌趁机繁殖产生肠毒素，引起以腹泻为主的临床症状。特点是肠粘膜被一层炎性假膜所覆盖。
90086,关于结核菌纯蛋白衍生物（PPD）皮内试验的结果判断，注射局部于48~72小时红肿硬结直径<15mm者为,阴性结果，表明受试者可能未感染过结核分枝杆菌，应接种卡介苗,阴性结果，如为年老体衰，免疫力低下及严重结核病或麻疹患者，可出现假阴性结果,阳性结果，表明受试者已感染过结核杆菌或接种卡介苗（BCG）成功,强阳性结果表明，受试者机体的特异性免疫力很强，不太可能患结核病,强阳性结果表明，受试者可能患有活动性结核感染，需进一步确诊病灶,微生物学,单选,十门联考,C,红肿硬结大于等于5mm为阳性 大于等于15mm为强阳性。阳性表明，感染或者接种卡介苗成功
90087,关于丁型肝炎（HD）和丁型肝炎病毒（HDV）的描述，错误的一项是,HDV为缺陷型病毒，核心含有单股负链环状RNA和丁型肝炎抗原（HDAg），其包膜（外衣壳）为乙型肝炎病毒的表面抗原HBsAg,为诊断HD或HDV感染，常常检测血清中HDV  RNA和抗-HD IgM及IgG,不能从患者血清中查出HDAg,HDV的感染形式是与嗜肝病毒科（如HBV）重叠感染或联合感染两种形式,接种乙肝疫苗可预防HDV感染与传播,微生物学,单选,十门联考,C,HDAg检测是诊断HDV感染的直接证据，但由于血液中持续时间短，滴度低，不易检出。而不是不能检出。
90088,取皮肤癣症皮屑处理后镜下鉴别真菌主要观察的是,芽孢,菌丝与孢子,假菌丝,荚膜,细胞壁结构,微生物学,单选,十门联考,C,白假丝酵母菌以出芽方式增殖，组织内易形成假菌丝，若各种临床标本或活检组织标本中存在大量假菌丝，具有重要的诊断意义
90089,属于缺陷病毒的是,HAV,HBV,HCV,HDV,HEV,微生物学,单选,十门联考,D,丁型肝炎病毒属于缺陷病毒，只能在HBV或者其他嗜肝DNA病毒辅助下才能复制。
90090,儿童期感染水痘病毒引起水痘，至成人可发生带状疱疹的感染称为,慢性感染,急性感染,潜伏感染,隐性感染,慢发感染,微生物学,单选,十门联考,C,感染类型有隐形感染和显性感染。显性感染可分为急性感染和持续性感染，持续性感染可分为，慢性感染，潜伏性感染，慢发病毒感染，急性病毒感染的迟发并发症。常引起慢性感染的有乙肝，丙肝，巨细胞病毒和EB病毒。潜伏性感染的有水痘带状疱疹病毒。爆发病毒感染的有HIV引起的AIDS，朊粒引起的人克雅病，库鲁病和羊骚养病。急性病毒感染的迟发并发症有儿童期感染麻疹病毒后，青春期发作的亚急性硬化性全脑炎SSPE
90091,脊髓灰质炎感染后，90%以上表现为,慢性感染,隐性感染,无菌性脑膜炎,瘫痪型脊髓灰质,流产型脊髓灰质,微生物学,单选,十门联考,B,受脊髓灰质炎病毒感染后，大多数人90%-95%呈隐形感染，显性感染也多为轻症4%-8%，只有少数患者1%-2%发生神经系统感染。显性感染可以分为三种类型，1）轻型 2）非麻痹型（无菌性脑膜炎症） 3） 麻痹型
90092,细菌L型与支原体的不同点是,缺乏细胞壁,对青霉素不敏感,在固体培养基上形成荷包蛋样菌落,革兰氏染色为阴性,在适宜条件下可恢复为原来的细胞壁和形态,微生物学,单选,十门联考,E,支原体无细胞壁。某些细菌在青霉素溶菌酶等物质作用下，细胞壁合成障碍，成为细胞缺陷型细菌（L型细菌）其遗传物质未发生变化，当细菌处于合适的条件下，L型细菌可以恢复原来的细胞壁和形态
90093,对乙型脑炎病毒的正确叙述是,乙型脑炎的特异性预防是只用减毒活疫苗,病后免疫力是暂时的,测定体内特异性IgG可作早期诊断,主要传播媒介是伊蚊,幼猪是主要传染源和中间宿主,微生物学,单选,十门联考,E,传染源为家畜家禽，尤其是幼猪。传播媒介是三带喙库蚊。病后获得的免疫力是牢固的。早期诊断侧体内的IgM 乙型脑炎的特异性预防只有减毒活疫苗，太绝对了
90094,干扰素（IFN）抗病毒的作用机制是,干扰病毒的吸附,干扰病毒的穿入,直接干扰病毒mRNA的转录,诱导邻近细胞产生抗病毒蛋白,干扰病毒的释放,微生物学,单选,十门联考,D,INF抗病毒机制，不能灭活病毒，而是通过与邻近正常细胞上的干扰素受体结合，形成配体受体内化，激活该细胞的抗病毒蛋白编码基因，表达多种抗病毒蛋白，抑制病毒蛋白的合成，发挥抗病毒作用
90095,下列关于霍乱弧菌的描述，正确的是,有周鞭毛，运动十分活泼,耐酸不耐碱,需氧菌,只有H抗原,革兰阳性菌,微生物学,单选,十门联考,C,霍乱弧菌 单鞭毛革兰氏阴性菌，兼性厌氧耐碱不耐酸，有耐热的o抗原和不耐热的h抗原，兼性厌氧菌 兼有有氧呼吸和无氧酵解两种功能，但以有氧条件下生存较好
